,ID,Genero,Auto,Propiedad,Hijos,Ingreso_anual,Tipo_trabajo,Nivel_educativo,Estado_civil,Vivienda,Telefono_laboral,Telefono_fijo,Email,Ocupacion,Tamaño_familia,Desempleado,Años_empleado,Edad
93981,5377336,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,unknown,2,1,0.0,58.38
93983,5377339,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,1.4,24.7
93985,5377341,F,1,1,2,157500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,4,0,7.99,35.79
93990,5377350,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,13.24,33.22
93994,5377353,M,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,5.24,42.74
93997,5377358,F,0,1,1,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,3,1,0.0,56.03
94001,5377361,M,0,1,0,171000.0,Pensioner,Higher education,Married,House / apartment,0,1,0,unknown,2,1,0.0,52.6
94002,5377362,M,0,1,0,202500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,2,0,5.07,32.41
94003,5377363,M,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,3.66,31.36
94007,5377367,M,1,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2,0,1.57,45.94
94025,5377383,F,0,0,0,157500.0,State servant,Higher education,Single / not married,Office apartment,0,0,0,Core staff,1,0,4.9,36.04
94030,5377388,F,0,1,0,270000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,58.67
94033,5377395,M,1,1,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,1.9,28.9
94034,5377396,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Security staff,1,0,2.82,53.89
94038,5377399,F,0,1,0,324000.0,Commercial associate,Higher education,Married,House / apartment,0,1,1,Accountants,2,0,7.49,39.66
94041,5377403,F,1,1,1,211500.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3,0,8.32,34.92
94047,5377408,F,0,1,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,unknown,2,0,2.57,22.82
94053,5377414,F,0,1,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4,0,3.49,39.7
94069,5377430,M,0,1,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3,0,2.66,51.34
94073,5377434,M,0,1,0,270000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,unknown,2,0,0.74,27.45
94076,5377437,F,0,0,0,180000.0,State servant,Higher education,Married,Municipal apartment,0,1,0,Secretaries,2,0,6.82,41.23
94087,5377447,F,0,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2,0,2.99,27.49
94088,5377448,F,0,0,0,112500.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,2,0,15.74,46.45
94091,5377451,F,1,1,1,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,3,0,14.74,40.71
94094,5377457,M,1,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,3,0,4.82,43.26
94097,5377462,M,0,0,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,unknown,1,0,8.66,28.39
94099,5377464,M,1,0,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,1,0,Security staff,1,0,0.57,24.96
94101,5377466,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,59.47
94109,5383179,F,1,1,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2,0,0.66,55.44
94113,5383181,M,0,0,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,0,9.57,42.59
94118,5383187,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Medicine staff,1,0,2.57,45.65
94126,5383197,F,0,1,0,81000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Medicine staff,1,0,26.41,49.85
94133,5383206,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Managers,2,0,14.15,45.08
94135,5383207,M,1,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,1.49,27.86
94137,5383209,F,0,0,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,unknown,1,0,1.16,31.78
94140,5383212,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,2.15,52.76
94150,5383226,M,1,1,1,153000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,3,0,1.07,40.59
94158,5383234,F,0,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,64.65
94160,5383236,M,1,0,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Laborers,2,0,0.66,49.57
94168,5383244,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,0,0,0,unknown,2,0,22.74,54.79
94170,5383246,F,0,1,0,130500.0,State servant,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2,0,10.57,51.38
94182,5383259,M,0,1,1,166500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2,0,3.16,28.18
94184,5383264,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,2,0,0.49,43.77
94187,5383270,F,1,1,2,58500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,4,0,10.99,35.48
94190,5383274,F,0,1,0,76500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,64.9
94193,5383281,M,1,1,0,247500.0,State servant,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1,0,21.49,46.81
94195,5383283,F,0,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1,0,3.83,52.94
94198,5384225,M,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1,0,4.59,25.5
94202,5384234,F,0,1,0,202500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,2,0,9.0,43.57
94210,5384249,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,14.59,47.87
94217,5384258,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,0,10.26,43.05
94229,5384270,F,0,1,2,450000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,4,0,17.68,43.45
94231,5384273,F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,62.81
94234,5384279,F,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,0,2.26,49.88
94242,5384286,F,0,0,1,139500.0,State servant,Higher education,Separated,With parents,1,1,0,Accountants,2,0,2.0,29.36
94244,5384288,M,1,0,1,130500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,3,1,0.0,41.41
94245,5384289,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,4.68,37.66
94250,5384294,F,0,0,0,112500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1,0,0.51,22.93
94253,5384297,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,0,0.68,45.65
94254,5384299,F,0,1,0,225000.0,State servant,Higher education,Civil marriage,House / apartment,1,1,0,Core staff,2,0,10.17,56.06
94259,5384306,M,1,0,0,135000.0,Working,Incomplete higher,Separated,House / apartment,0,0,0,Drivers,1,0,1.51,27.25
94274,5384321,M,1,1,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,4.51,32.1
94276,5384323,F,0,1,0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,2.34,26.49
94282,5384334,F,1,1,1,112500.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,3,0,1.75,28.45
94293,5384345,F,0,1,0,45000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,0,0.42,25.52
94294,5384348,F,0,1,0,166950.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,4.75,48.0
94296,5384350,F,1,1,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,64.78
94298,5384354,F,0,1,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2,0,5.84,47.23
94300,5384356,M,1,1,0,112500.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,64.89
94305,5384364,M,0,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,1,0,Core staff,3,0,2.09,35.6
94307,5384366,M,1,0,0,189000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,15.43,36.66
94314,5384376,F,0,0,0,81000.0,Commercial associate,Higher education,Married,With parents,0,0,0,Accountants,2,0,7.68,29.8
94317,5384401,M,0,1,0,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,2.17,26.82
94319,5384403,F,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Accountants,1,0,7.59,51.56
94322,5384406,M,1,1,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,55.39
94326,5384409,M,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1,0,4.75,27.78
94330,5384416,M,1,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1,0,2.09,26.32
94334,5384422,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,0,4.17,25.46
94342,5384432,M,1,1,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,2.84,40.89
94348,5384438,F,0,1,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,55.75
94351,5384445,M,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,1.42,32.67
94352,5384447,M,1,1,1,675000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,unknown,3,0,1.09,29.28
94361,5384459,F,0,1,0,121500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,0,1.59,25.69
94363,5384461,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,3.09,57.19
94373,5384477,F,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,3.92,44.73
94385,5384490,M,0,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,4.09,31.48
94399,5384503,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.6
94409,5384513,M,1,0,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,11.51,44.37
94411,5384523,F,0,1,0,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,Accountants,2,0,14.09,36.21
94422,5384537,M,1,1,0,216000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,17.59,44.43
94426,5384543,F,1,1,0,247500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,34.17,58.69
94429,5384549,M,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,1.68,30.34
94438,5384560,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,0,2.75,43.97
94445,5384570,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,55.41
94446,5384571,M,0,1,0,270000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,0,4.17,29.1
94453,5384578,F,0,0,0,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,2,0,5.26,29.35
94455,5384583,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,58.64
94459,5384588,M,0,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,9.59,47.39
94461,5384597,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,59.02
94463,5384607,F,1,1,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,63.76
94465,5384610,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,4.42,47.49
94467,5384613,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,0.75,36.19
94471,5384617,F,0,1,0,85500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,0,1.26,39.92
94474,5384621,M,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,3,0,7.84,40.49
94478,5384624,F,0,0,0,81000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Core staff,1,0,1.09,22.14
94479,5384625,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,3,0,5.0,57.36
94489,5384637,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2,0,9.75,57.25
94502,5384650,F,0,0,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.65
94503,5384651,M,1,0,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0,0,0,Cooking staff,2,0,1.34,28.89
94507,5384655,F,0,0,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,56.27
94519,5384666,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,7.43,49.78
94526,5384674,M,0,1,0,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,0.51,26.16
94533,5384682,F,0,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,57.93
94540,5384695,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,Drivers,2,0,11.17,51.46
94542,5384697,F,1,1,0,202500.0,State servant,Higher education,Married,House / apartment,0,0,1,Core staff,2,0,11.01,48.42
94551,5384708,M,0,0,3,112500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,5,0,2.59,44.51
94557,5384732,M,1,0,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,2.42,31.9
94558,5384736,F,1,1,0,292500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,unknown,1,1,0.0,59.61
94559,5384740,M,1,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,11.92,46.51
94563,5384746,F,1,1,0,90000.0,Working,Higher education,Married,House / apartment,0,0,0,Medicine staff,2,0,8.75,38.59
94570,5384760,F,0,1,0,144000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,0,18.09,39.73
94576,5384767,M,1,1,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2,0,0.68,39.32
94577,5384771,F,0,0,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,Cooking staff,2,0,16.26,53.25
94583,5384775,F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,59.67
94592,5384783,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,unknown,1,1,0.0,66.62
94595,5384790,F,1,1,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,1,0,0.75,51.1
94601,5384795,F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,58.49
94609,5384808,F,0,1,0,202500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.88
94611,5384810,F,1,0,0,139500.0,Commercial associate,Higher education,Married,Rented apartment,0,1,0,Core staff,2,0,5.75,31.18
94612,5384814,M,0,0,0,225000.0,Commercial associate,Incomplete higher,Single / not married,Co-op apartment,0,0,0,High skill tech staff,1,0,3.75,27.93
94619,5384823,F,0,0,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Cleaning staff,2,0,4.34,54.76
94625,5384831,F,1,1,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,0,0.59,53.03
94626,5384833,F,0,0,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,6.84,47.31
94629,5384837,F,0,1,0,185400.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,0,8.34,54.87
94633,5384841,M,1,0,4,315000.0,State servant,Incomplete higher,Married,Office apartment,0,0,0,unknown,6,0,8.17,43.18
94639,5384847,M,1,0,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Drivers,1,0,4.51,44.71
94640,5384848,M,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,0,9.09,46.46
94648,5384856,M,1,0,1,270000.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Drivers,3,0,8.42,31.78
94654,5384861,F,0,1,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,4,0,0.26,49.36
94657,5384867,F,0,1,1,99000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3,0,0.26,33.82
94660,5384873,F,1,1,0,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Laborers,2,0,34.0,59.07
